TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2022,3,4,22,0,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2022,3,15,16,0,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2022,4,4,15,0,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Theft from Vehicle,2022,2,26,18,30,1XX WALTER HARDWICK AVE,Mount Pleasant,492192.1174,5457576.8386
Theft from Vehicle,2022,3,2,19,0,1XX WALTER HARDWICK AVE,Mount Pleasant,492192.1174,5457576.8386
Theft from Vehicle,2022,1,15,8,59,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2022,3,20,1,37,1XX WATER ST,Central Business District,492203.2678,5459031.6462
Theft from Vehicle,2022,3,8,12,0,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2022,3,19,11,30,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Theft from Vehicle,2022,1,1,13,30,1XX WATER ST,Central Business District,492211.2292,5459029.5201
Theft from Vehicle,2022,1,7,12,35,1XX WATER ST,Central Business District,492211.2292,5459029.5201
Theft from Vehicle,2022,3,22,8,21,1XX WATER ST,Central Business District,492211.2292,5459029.5201
Theft from Vehicle,2022,4,1,17,0,1XX WATER ST,Central Business District,492211.2292,5459029.5201
Theft from Vehicle,2022,4,7,17,37,1XX WATER ST,Central Business District,492211.2292,5459029.5201
Theft from Vehicle,2022,3,8,17,0,20XX BARCLAY ST,West End,489752.2423,5459964.7887
Theft from Vehicle,2022,2,21,17,0,20XX E 37TH AVE,Kensington-Cedar Cottage,495279.0815,5453790.3178
Theft from Vehicle,2022,2,21,19,45,20XX E 37TH AVE,Kensington-Cedar Cottage,495279.0815,5453790.3178
Theft from Vehicle,2022,3,1,20,0,20XX E 6TH AVE,Grandview-Woodland,495439.5312,5456914.2018
Theft from Vehicle,2022,2,12,19,0,20XX E HASTINGS ST,Grandview-Woodland,495449.5038,5458720.7064
Theft from Vehicle,2022,1,5,18,15,20XX E KENT AVE S,Victoria-Fraserview,495186.9998,5450486.6797
Theft from Vehicle,2022,1,3,18,0,20XX FERNDALE ST,Grandview-Woodland,495436.0149,5458551.9271
Theft from Vehicle,2022,1,3,0,0,20XX FERNDALE ST,Grandview-Woodland,495441.3437,5458542.7752
Theft from Vehicle,2022,2,2,19,0,20XX FRANKLIN ST,Grandview-Woodland,495436.3752,5458824.4243
Theft from Vehicle,2022,2,11,17,45,20XX FRANKLIN ST,Grandview-Woodland,495436.3752,5458824.4243
Theft from Vehicle,2022,3,31,22,0,20XX FRANKLIN ST,Grandview-Woodland,495452.3165,5458815.0513
Theft from Vehicle,2022,3,1,17,0,20XX MANITOBA ST,Mount Pleasant,492243.8299,5457179.486
Theft from Vehicle,2022,2,2,18,0,20XX MANNERING AVE,Kensington-Cedar Cottage,495371.5681,5454217.656
Theft from Vehicle,2022,1,18,11,0,20XX QUILCHENA CRES,Arbutus Ridge,488898.7411,5454284.9232
Theft from Vehicle,2022,1,1,12,0,20XX W 2ND AVE,Kitsilano,489053.6963,5457462.5458
Theft from Vehicle,2022,3,12,18,0,20XX YORK AVE,Kitsilano,489058.5184,5457656.9179
Theft from Vehicle,2022,1,1,12,0,21XX ASH ST,Fairview,491463.3029,5457054.97
Theft from Vehicle,2022,1,26,23,0,21XX ASH ST,Fairview,491463.3029,5457054.97
Theft from Vehicle,2022,1,21,17,0,21XX BRUNSWICK ST,Mount Pleasant,492960.6406,5457060.9912
Theft from Vehicle,2022,3,9,13,0,21XX CAMBIE ST,Mount Pleasant,491665.358,5457107.8851
Theft from Vehicle,2022,4,2,23,0,21XX E 4TH AVE,Grandview-Woodland,495614.4414,5457107.0358
Theft from Vehicle,2022,2,25,22,0,21XX E PENDER ST,Grandview-Woodland,495518.361,5458606.4731
Theft from Vehicle,2022,2,12,21,0,21XX MANNERING AVE,Kensington-Cedar Cottage,495434.8932,5454207.9746
Theft from Vehicle,2022,3,3,16,30,21XX PINE ST,Fairview,489581.2084,5457157.7368
Theft from Vehicle,2022,2,9,1,35,21XX SCARBORO AVE,Victoria-Fraserview,495518.8345,5451183.4718
Theft from Vehicle,2022,1,24,23,0,21XX SOUTHSIDE DR,Victoria-Fraserview,495310.1766,5450632.0468
Theft from Vehicle,2022,4,6,13,50,21XX STANLEY PARK DR,Stanley Park,491433.2538,5460813.096
Theft from Vehicle,2022,2,10,0,0,21XX W 38TH AVE,Arbutus Ridge,488631.7818,5453855.1635
Theft from Vehicle,2022,3,16,19,14,21XX W 47TH AVE,Kerrisdale,488653.9401,5452921.5512
Theft from Vehicle,2022,4,2,18,30,21XX W BROADWAY AVE,Kitsilano,488785.2667,5456793.3212
Theft from Vehicle,2022,1,12,0,0,21XX WALL ST,Grandview-Woodland,495596.6503,5459440.7581
Theft from Vehicle,2022,4,2,22,0,21XX WALL ST,Grandview-Woodland,495606.6109,5459478.6864
Theft from Vehicle,2022,4,2,12,0,21XX WALL ST,Grandview-Woodland,495628.6345,5459519.7621
Theft from Vehicle,2022,2,17,23,0,22XX BRUNSWICK ST,Mount Pleasant,492950.9943,5456912.511
Theft from Vehicle,2022,3,19,16,0,22XX CAMBRIDGE ST,Grandview-Woodland,495663.7405,5459316.0317
Theft from Vehicle,2022,1,25,23,0,22XX CAROLINA ST,Mount Pleasant,493381.5889,5456895.3294
Theft from Vehicle,2022,1,10,1,0,22XX DUNDAS ST,Grandview-Woodland,495664.7508,5459114.1125
Theft from Vehicle,2022,2,11,12,0,22XX E 11TH AVE,Kensington-Cedar Cottage,495666.973,5456407.7438
Theft from Vehicle,2022,3,25,18,0,22XX E 30TH AVE,Kensington-Cedar Cottage,495446.6314,5454437.7497
Theft from Vehicle,2022,1,8,17,0,22XX E 41ST AVE,Victoria-Fraserview,495480.6011,5453335.7324
Theft from Vehicle,2022,3,18,2,0,22XX E 45TH AVE,Victoria-Fraserview,495501.6929,5452967.4376
Theft from Vehicle,2022,1,19,12,0,22XX E 50TH AVE,Victoria-Fraserview,495469.5561,5452354.5655
Theft from Vehicle,2022,1,4,21,39,22XX E 7TH AVE,Grandview-Woodland,495706.5414,5456826.9085
Theft from Vehicle,2022,2,21,23,47,22XX E 7TH AVE,Grandview-Woodland,495706.5414,5456826.9085
Theft from Vehicle,2022,3,12,0,1,22XX E BROADWAY AVE,Kensington-Cedar Cottage,495701.2617,5456606.3124
Theft from Vehicle,2022,3,11,2,13,22XX FERNDALE ST,Grandview-Woodland,495706.9729,5458541.0079
Theft from Vehicle,2022,1,21,10,0,22XX FRASER ST,Mount Pleasant,493523.0547,5456942.4076
Theft from Vehicle,2022,4,4,2,0,22XX GRANVILLE ST,Fairview,489921.269,5457044.3471
Theft from Vehicle,2022,3,15,15,0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495658.7077,5454429.4507
Theft from Vehicle,2022,1,5,0,0,22XX MCBAIN AVE,Arbutus Ridge,488479.945,5455201.0213
Theft from Vehicle,2022,1,23,3,50,22XX NEWPORT AVE,Victoria-Fraserview,495654.2846,5451393.2856
Theft from Vehicle,2022,3,13,4,29,22XX PRINCE EDWARD ST,Mount Pleasant,493037.452,5456950.4064
Theft from Vehicle,2022,3,15,19,0,22XX TRIUMPH ST,Grandview-Woodland,495691.7139,5459023.9233
Theft from Vehicle,2022,3,9,12,0,22XX W 8TH AVE,Kitsilano,488642.5215,5456909.5195
Theft from Vehicle,2022,2,18,19,0,22XX W 8TH AVE,Kitsilano,488695.172,5456899.6138
Theft from Vehicle,2022,1,3,17,0,22XX W BROADWAY AVE,Kitsilano,488648.7076,5456797.1094
Theft from Vehicle,2022,2,7,7,38,22XX YEWBROOK PL,Kerrisdale,488332.2007,5451931.7551
Theft from Vehicle,2022,3,5,12,0,22XX YORK AVE,Kitsilano,488635.6498,5457668.0774
Theft from Vehicle,2022,2,7,18,30,23XX ALBERTA ST,Mount Pleasant,491935.3904,5456826.7725
Theft from Vehicle,2022,3,19,17,30,23XX CORNWALL AVE,Kitsilano,488531.6733,5457770.5311
Theft from Vehicle,2022,2,1,1,0,23XX E 27TH AVE,Kensington-Cedar Cottage,495808.4837,5454878.4556
Theft from Vehicle,2022,1,3,18,0,23XX E 28TH AVE,Kensington-Cedar Cottage,495740.817,5454777.3242
Theft from Vehicle,2022,1,28,7,45,23XX FRASERVIEW DR,Victoria-Fraserview,495702.3637,5450995.1946
Theft from Vehicle,2022,4,1,15,0,23XX GRANDVIEW HWY S,Kensington-Cedar Cottage,495850.5845,5456122.0347
Theft from Vehicle,2022,2,26,10,0,23XX GRANVILLE ST,Fairview,489926.8598,5456905.939
Theft from Vehicle,2022,4,4,10,30,23XX KINGSWAY AVE,Renfrew-Collingwood,495774.3535,5454347.6365
Theft from Vehicle,2022,4,4,1,0,23XX TRINITY ST,Grandview-Woodland,495842.3479,5459615.553
Theft from Vehicle,2022,3,27,23,30,23XX TRIUMPH ST,Grandview-Woodland,495830.3388,5459022.9638
Theft from Vehicle,2022,4,3,23,53,23XX VICTORIA DR,Grandview-Woodland,495202.9641,5456801.953
Theft from Vehicle,2022,2,16,18,0,23XX W 13TH AVE,Kitsilano,488490.6867,5456393.7392
Theft from Vehicle,2022,1,13,0,0,23XX WALL ST,Grandview-Woodland,495812.2538,5459730.7757
Theft from Vehicle,2022,2,23,23,30,23XX WOODLAND DR,Grandview-Woodland,494648.5132,5456803.9458
Theft from Vehicle,2022,2,21,8,0,24XX ADANAC ST,Hastings-Sunrise,495927.0892,5458298.49
Theft from Vehicle,2022,2,8,19,0,24XX ANCASTER CRES,Victoria-Fraserview,495886.8199,5451033.0234
Theft from Vehicle,2022,2,13,3,20,24XX BLENHEIM ST,Kitsilano,487059.8694,5456869.8151
Theft from Vehicle,2022,4,1,1,0,24XX COLUMBIA ST,Mount Pleasant,492030.2529,5456777.6735
Theft from Vehicle,2022,4,4,21,30,24XX E 2ND AVE,Hastings-Sunrise,495992.8129,5457299.934
Theft from Vehicle,2022,2,16,17,30,24XX E 3RD AVE,Hastings-Sunrise,495882.8098,5457203.5448
Theft from Vehicle,2022,1,2,16,0,24XX E 3RD AVE,Hastings-Sunrise,495931.3788,5457200.1586
Theft from Vehicle,2022,2,22,18,0,24XX E 40TH AVE,Renfrew-Collingwood,495897.9219,5453459.9509
Theft from Vehicle,2022,3,29,9,0,24XX E 48TH AVE,Victoria-Fraserview,495860.0054,5452549.6221
Theft from Vehicle,2022,2,26,14,0,24XX E BROADWAY AVE,Renfrew-Collingwood,495910.6777,5456587.0317
Theft from Vehicle,2022,2,26,0,0,24XX E BROADWAY AVE,Renfrew-Collingwood,495976.3129,5456581.0267
Theft from Vehicle,2022,1,19,22,0,24XX KEITH DR,Mount Pleasant,494226.2681,5456732.5953
Theft from Vehicle,2022,1,11,11,0,24XX KINGSWAY AVE,Renfrew-Collingwood,496009.5198,5454184.073
Theft from Vehicle,2022,2,13,19,0,24XX ST GEORGE ST,Mount Pleasant,493239.2753,5456738.8192
Theft from Vehicle,2022,2,19,15,0,24XX TURNER ST,Hastings-Sunrise,495902.0334,5458489.6793
Theft from Vehicle,2022,1,6,12,0,24XX W 15TH AVE,Kitsilano,488224.6939,5456183.4039
Theft from Vehicle,2022,4,2,19,0,25XX BALACLAVA ST,Kitsilano,487335.392,5456789.6616
Theft from Vehicle,2022,3,20,4,8,25XX CHARLES ST,Hastings-Sunrise,496023.4241,5457832.0652
Theft from Vehicle,2022,2,7,20,30,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494925.3903,5456548.8025
Theft from Vehicle,2022,1,11,19,0,25XX E 10TH AVE,Renfrew-Collingwood,496059.6289,5456478.3818
Theft from Vehicle,2022,1,25,23,0,25XX E 19TH AVE,Renfrew-Collingwood,496168.6031,5455601.9737
Theft from Vehicle,2022,1,3,19,0,25XX E 25TH AVE,Renfrew-Collingwood,496030.7608,5455018.4991
Theft from Vehicle,2022,3,1,12,0,25XX E 45TH AVE,Victoria-Fraserview,495912.2766,5452952.5681
Theft from Vehicle,2022,2,26,20,30,25XX E BROADWAY AVE,Renfrew-Collingwood,496180.0954,5456579.2268
Theft from Vehicle,2022,2,18,18,0,25XX E GEORGIA ST,Hastings-Sunrise,496037.926,5458398.6055
Theft from Vehicle,2022,4,4,17,0,25XX E KENT AVE N,Killarney,496029.5185,5450353.8353
Theft from Vehicle,2022,2,26,17,0,25XX E PENDER ST,Hastings-Sunrise,496140.0596,5458614.3332
Theft from Vehicle,2022,2,25,11,54,25XX FRASER ST,Mount Pleasant,493519.2337,5456628.786
Theft from Vehicle,2022,2,24,11,27,25XX GRANVILLE ST,Fairview,489924.5433,5456673.3313
Theft from Vehicle,2022,3,18,16,0,25XX KITCHENER ST,Hastings-Sunrise,496139.2537,5457732.453
Theft from Vehicle,2022,1,1,16,0,25XX PARKER ST,Hastings-Sunrise,496106.5978,5458122.1061
Theft from Vehicle,2022,2,26,23,0,25XX PENTICTON ST,Renfrew-Collingwood,496138.8949,5456547.203
Theft from Vehicle,2022,1,7,17,0,25XX PINE ST,Fairview,489560.1555,5456747.8907
Theft from Vehicle,2022,4,3,17,0,25XX W 6TH AVE,Kitsilano,488082.9557,5457107.3614
Theft from Vehicle,2022,1,11,0,0,25XX WALL ST,Hastings-Sunrise,496098.9819,5459836.6366
Theft from Vehicle,2022,3,17,16,0,25XX WATSON ST,Mount Pleasant,492704.6274,5456597.0546
Theft from Vehicle,2022,2,28,12,30,25XX YUKON ST,Mount Pleasant,491790.7335,5456703.2771
Theft from Vehicle,2022,3,27,21,0,26XX ADANAC ST,Hastings-Sunrise,496243.6046,5458307.682
Theft from Vehicle,2022,3,15,6,30,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494924.7979,5456506.0053
Theft from Vehicle,2022,1,4,0,0,26XX E 19TH AVE,Renfrew-Collingwood,496341.9851,5455602.6796
Theft from Vehicle,2022,3,25,17,10,26XX E 28TH AVE,Renfrew-Collingwood,496323.5208,5454739.1889
Theft from Vehicle,2022,1,3,2,56,26XX E 3RD AVE,Hastings-Sunrise,496217.6345,5457198.2746
Theft from Vehicle,2022,1,30,16,0,26XX E 48TH AVE,Victoria-Fraserview,496144.5588,5452568.4003
Theft from Vehicle,2022,3,14,19,0,26XX E 51ST AVE,Victoria-Fraserview,496019.0206,5452266.3609
Theft from Vehicle,2022,2,5,19,30,26XX GRANT ST,Hastings-Sunrise,496220.9928,5457619.331
Theft from Vehicle,2022,3,6,21,0,26XX KASLO ST,Renfrew-Collingwood,496572.4613,5456450.648
Theft from Vehicle,2022,1,13,20,30,26XX POINT GREY RD,Kitsilano,487957.4089,5457767.3501
Theft from Vehicle,2022,4,4,21,0,26XX TRINITY ST,Hastings-Sunrise,496255.5206,5459667.6643
Theft from Vehicle,2022,3,18,5,10,26XX TRIUMPH ST,Hastings-Sunrise,496344.4839,5459021.0422
Theft from Vehicle,2022,2,3,22,50,26XX W 45TH AVE,Kerrisdale,488005.7636,5453144.1069
Theft from Vehicle,2022,1,12,22,30,27XX ASH ST,Fairview,491437.1866,5456438.4366
Theft from Vehicle,2022,4,4,5,22,27XX CHEYENNE AVE,Renfrew-Collingwood,496394.1182,5454341.3966
Theft from Vehicle,2022,2,25,19,0,27XX E 43RD AVE,Victoria-Fraserview,496243.0407,5453147.7409
Theft from Vehicle,2022,2,19,5,0,27XX E 46TH AVE,Victoria-Fraserview,496312.9551,5452857.418
Theft from Vehicle,2022,1,17,17,0,27XX E 56TH AVE,Victoria-Fraserview,496258.7241,5451801.3695
Theft from Vehicle,2022,4,4,23,0,27XX E PENDER ST,Hastings-Sunrise,496421.1664,5458604.0967
Theft from Vehicle,2022,2,28,23,0,27XX FIR ST,Fairview,489738.0157,5456560.6634
Theft from Vehicle,2022,2,7,19,0,27XX HEMLOCK ST,Fairview,490096.6407,5456550.7192
Theft from Vehicle,2022,2,20,23,30,27XX LYNBROOK DR,Victoria-Fraserview,496204.9071,5451597.1252
Theft from Vehicle,2022,2,1,20,0,27XX SOPHIA ST,Mount Pleasant,492852.4515,5456415.3294
Theft from Vehicle,2022,3,11,14,45,27XX SOPHIA ST,Mount Pleasant,492852.4515,5456415.3294
Theft from Vehicle,2022,3,5,22,0,27XX W 3RD AVE,Kitsilano,487844.6023,5457394.486
Theft from Vehicle,2022,1,11,1,0,27XX WATERLOO ST,Kitsilano,486915.4163,5456588.7087
Theft from Vehicle,2022,1,29,21,51,27XX YUKON ST,Mount Pleasant,491784.3847,5456468.3003
Theft from Vehicle,2022,2,24,20,0,28XX E 19TH AVE,Renfrew-Collingwood,496660.7807,5455607.2376
Theft from Vehicle,2022,2,11,18,0,28XX E 43RD AVE,Killarney,496452.7661,5453150.087
Theft from Vehicle,2022,1,13,14,0,28XX E HASTINGS ST,Hastings-Sunrise,496773.8144,5458716.7837
Theft from Vehicle,2022,1,9,10,50,28XX GRANVILLE ST,Fairview,489912.4561,5456435.3882
Theft from Vehicle,2022,2,10,20,0,28XX MCGILL ST,Hastings-Sunrise,496746.5967,5459564.5485
Theft from Vehicle,2022,2,10,21,0,28XX SPRUCE ST,Fairview,490601.5829,5456408.612
Theft from Vehicle,2022,2,3,17,0,28XX W 39TH AVE,Arbutus Ridge,487682.9437,5453776.4829
Theft from Vehicle,2022,4,6,2,0,28XX W 3RD AVE,Kitsilano,487753.712,5457396.6605
Theft from Vehicle,2022,2,2,3,1,29XX E 16TH AVE,Renfrew-Collingwood,496789.954,5455844.7963
Theft from Vehicle,2022,1,23,15,0,29XX E 44TH AVE,Killarney,496664.5011,5453044.4212
Theft from Vehicle,2022,2,7,1,0,29XX E BROADWAY AVE,Hastings-Sunrise,496854.7003,5456580.4116
Theft from Vehicle,2022,3,6,6,46,29XX GLEN DR,Mount Pleasant,494077.3805,5456220.2419
Theft from Vehicle,2022,1,3,16,15,29XX GRANDVIEW HWY,Renfrew-Collingwood,496824.8792,5456153.9947
Theft from Vehicle,2022,1,4,0,0,29XX MANITOBA ST,Mount Pleasant,492219.6709,5456287.4622
Theft from Vehicle,2022,1,1,4,0,29XX SOPHIA ST,Mount Pleasant,492848.2879,5456250.3234
Theft from Vehicle,2022,3,11,22,36,29XX ST CATHERINES ST,Mount Pleasant,493792.8968,5456227.1377
Theft from Vehicle,2022,3,17,9,30,29XX VIRTUAL WAY,Renfrew-Collingwood,496856.2319,5456480.1087
Theft from Vehicle,2022,2,3,2,0,29XX W 39TH AVE,Dunbar-Southlands,487510.0139,5453768.0968
Theft from Vehicle,2022,2,3,15,0,2X E 4TH AVE,Mount Pleasant,492418.0757,5457179.0867
Theft from Vehicle,2022,1,16,0,22,2X E CORDOVA ST,Central Business District,492450.3834,5458847.5173
Theft from Vehicle,2022,4,5,8,45,2X E CORDOVA ST,Central Business District,492453.0836,5458847.036
Theft from Vehicle,2022,3,1,12,0,2X N CASSIAR ST,Hastings-Sunrise,497759.4355,5459144.0637
Theft from Vehicle,2022,2,9,16,45,2X W HASTINGS ST,Central Business District,492353.4006,5458773.3991
Theft from Vehicle,2022,2,5,8,43,2X W PENDER ST,Central Business District,492338.0294,5458666.9244
Theft from Vehicle,2022,3,20,11,30,2XX ABBOTT ST,Central Business District,492255.44,5458981.6972
Theft from Vehicle,2022,3,20,18,0,2XX ABBOTT ST,Central Business District,492255.44,5458981.6972
Theft from Vehicle,2022,3,21,13,39,2XX ABBOTT ST,Central Business District,492264.6817,5459017.0736
Theft from Vehicle,2022,3,23,15,30,2XX ABBOTT ST,Central Business District,492264.6817,5459017.0736
Theft from Vehicle,2022,3,11,17,0,2XX ALEXANDER ST,Strathcona,492770.2976,5459039.1108
Theft from Vehicle,2022,2,21,3,0,2XX ALVIN NAROD MEWS,Central Business District,491275.0832,5457982.1293
Theft from Vehicle,2022,3,1,18,0,2XX ALVIN NAROD MEWS,Central Business District,491275.0832,5457982.1293
Theft from Vehicle,2022,3,11,19,0,2XX ALVIN NAROD MEWS,Central Business District,491275.0832,5457982.1293
Theft from Vehicle,2022,2,17,8,15,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Theft from Vehicle,2022,3,10,19,25,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Theft from Vehicle,2022,3,4,22,30,2XX COLUMBIA ST,Central Business District,492572.8915,5458943.0312
Theft from Vehicle,2022,3,9,20,0,2XX COLUMBIA ST,Central Business District,492572.8915,5458943.0312
Theft from Vehicle,2022,3,11,14,15,2XX COLUMBIA ST,Central Business District,492572.8915,5458943.0312
Theft from Vehicle,2022,2,19,8,0,2XX DAVIE ST,Central Business District,491120.9833,5457982.6979
Theft from Vehicle,2022,1,7,18,50,2XX E 10TH AVE,Mount Pleasant,492797.7115,5456588.7122
Theft from Vehicle,2022,2,4,19,45,2XX E 16TH AVE,Riley Park,492680.199,5455978.5722
Theft from Vehicle,2022,1,1,23,15,2XX E 1ST AVE,Strathcona,492879.6451,5457333.0725
Theft from Vehicle,2022,2,12,17,30,2XX E 2ND AVE,Mount Pleasant,492749.5748,5457338.4789
Theft from Vehicle,2022,4,7,18,0,2XX E 39TH AVE,Riley Park,492684.6788,5453624.9675
Theft from Vehicle,2022,3,6,15,33,2XX E 40TH AVE,Riley Park,492692.7155,5453525.7515
Theft from Vehicle,2022,1,2,6,14,2XX E 46TH AVE,Sunset,492609.6723,5452855.8335
Theft from Vehicle,2022,3,7,19,0,2XX E 49TH AVE,Sunset,492610.1785,5452540.8032
Theft from Vehicle,2022,4,1,13,0,2XX E 53RD AVE,Sunset,492621.6803,5452128.4211
Theft from Vehicle,2022,2,1,0,0,2XX E 54TH AVE,Sunset,492660.4319,5452027.8789
Theft from Vehicle,2022,3,12,23,0,2XX E 5TH AVE,Mount Pleasant,492721.9209,5457070.2791
Theft from Vehicle,2022,1,7,0,0,2XX E 7TH AVE,Mount Pleasant,492735.9926,5456877.738
Theft from Vehicle,2022,1,25,0,0,2XX E GEORGIA ST,Strathcona,492776.0464,5458432.3611
Theft from Vehicle,2022,3,6,14,15,2XX E GEORGIA ST,Strathcona,492818.0211,5458422.2705
Theft from Vehicle,2022,2,19,20,0,2XX E GEORGIA ST,Strathcona,492821.8402,5458431.3309
Theft from Vehicle,2022,1,3,7,0,2XX E PENDER ST,Strathcona,492757.3267,5458625.1479
Theft from Vehicle,2022,2,17,18,0,2XX GRANVILLE ST,Central Business District,491834.3586,5459287.6725
Theft from Vehicle,2022,1,31,15,20,2XX HEATLEY AVE,Strathcona,493498.1638,5458915.0182
Theft from Vehicle,2022,3,2,18,25,2XX KEEFER ST,Strathcona,492838.1956,5458531.9214
Theft from Vehicle,2022,1,25,3,0,2XX N NANAIMO ST,Grandview-Woodland,495885.117,5459365.0831
Theft from Vehicle,2022,3,22,17,30,2XX POWELL ST,Strathcona,492851.0043,5458944.2503
Theft from Vehicle,2022,2,10,1,0,2XX PRIOR ST,Strathcona,492744.7782,5458222.4722
Theft from Vehicle,2022,3,5,22,0,2XX PRIOR ST,Strathcona,492744.7782,5458222.4722
Theft from Vehicle,2022,3,6,1,23,2XX PRIOR ST,Strathcona,492744.7782,5458222.4722
Theft from Vehicle,2022,3,9,18,0,2XX ROBSON ST,Central Business District,491615.426,5458418.8535
Theft from Vehicle,2022,3,18,10,15,2XX ROBSON ST,Central Business District,491616.7468,5458417.5634
Theft from Vehicle,2022,4,6,15,45,2XX ROBSON ST,Central Business District,491617.2456,5458417.0763
Theft from Vehicle,2022,3,19,20,0,2XX ROBSON ST,Central Business District,491631.2749,5458403.3728
Theft from Vehicle,2022,3,13,15,50,2XX SW MARINE DR,Marpole,491811.3149,5450962.0207
Theft from Vehicle,2022,2,25,8,0,2XX UNION ST,Strathcona,492756.6405,5458325.2868
Theft from Vehicle,2022,3,22,17,0,2XX W 15TH AVE,Mount Pleasant,491993.5783,5456117.2235
Theft from Vehicle,2022,3,21,21,0,2XX W 17TH AVE,Riley Park,491936.9449,5455899.1967
Theft from Vehicle,2022,3,1,0,31,2XX W 17TH AVE,Riley Park,491957.8675,5455889.4196
Theft from Vehicle,2022,3,1,0,30,2XX W 17TH AVE,Riley Park,492007.9705,5455887.9133
Theft from Vehicle,2022,1,1,12,0,2XX W 1ST AVE,Mount Pleasant,491923.7104,5457459.2225
Theft from Vehicle,2022,1,23,21,0,2XX W 48TH AVE,Oakridge,491794.2797,5452678.3535
Theft from Vehicle,2022,1,15,23,0,2XX W 48TH AVE,Oakridge,491877.4597,5452676.7449
Theft from Vehicle,2022,1,2,0,30,2XX W 6TH AVE,Mount Pleasant,492002.0767,5456998.3716
Theft from Vehicle,2022,3,11,17,30,2XX W CORDOVA ST,Central Business District,492140.1494,5458933.7243
Theft from Vehicle,2022,2,6,4,58,30XX CHARLES ST,Hastings-Sunrise,497102.6536,5457828.7995
Theft from Vehicle,2022,3,7,22,0,30XX COMMERCIAL DR,Kensington-Cedar Cottage,494920.6637,5456109.0824
Theft from Vehicle,2022,3,27,7,0,30XX E 4TH AVE,Hastings-Sunrise,497013.3517,5457104.6865
Theft from Vehicle,2022,1,10,15,30,30XX E 54TH AVE,Killarney,496916.0955,5451928.2989
Theft from Vehicle,2022,4,7,23,42,30XX E GEORGIA ST,Hastings-Sunrise,496990.1119,5458386.2692
Theft from Vehicle,2022,1,14,0,0,30XX E HASTINGS ST,Hastings-Sunrise,497160.0445,5458708.0295
Theft from Vehicle,2022,2,16,19,0,30XX E KENT AVE N,Killarney,496723.9166,5450438.7147
Theft from Vehicle,2022,1,24,9,40,30XX GRANVILLE ST,Fairview,489900.3402,5456171.5084
Theft from Vehicle,2022,1,7,20,0,30XX PRINCE EDWARD ST,Mount Pleasant,492987.4896,5456100.734
Theft from Vehicle,2022,1,30,18,0,30XX W 33RD AVE,Dunbar-Southlands,487348.6144,5454415.2969
Theft from Vehicle,2022,2,11,0,0,30XX W 6TH AVE,Kitsilano,487404.2155,5457124.3836
Theft from Vehicle,2022,4,4,23,0,30XX WINDERMERE ST,Renfrew-Collingwood,497345.4765,5456024.9289
Theft from Vehicle,2022,2,6,20,30,31XX ASH ST,Fairview,491400.9846,5456069.8213
Theft from Vehicle,2022,1,25,19,0,31XX E 18TH AVE,Renfrew-Collingwood,497164.6007,5455689.3658
Theft from Vehicle,2022,4,6,1,0,31XX E 28TH AVE,Renfrew-Collingwood,497184.3628,5454731.6497
Theft from Vehicle,2022,1,11,17,0,31XX E 29TH AVE,Renfrew-Collingwood,497085.6847,5454636.6428
Theft from Vehicle,2022,3,7,16,0,31XX E 3RD AVE,Hastings-Sunrise,497278.5167,5457206.1478
Theft from Vehicle,2022,1,19,12,0,31XX E 50TH AVE,Killarney,497015.8759,5452338.8251
Theft from Vehicle,2022,1,18,2,30,31XX E 52ND AVE,Killarney,497012.605,5452147.0029
Theft from Vehicle,2022,2,22,0,47,31XX E 58TH AVE,Killarney,497173.995,5451598.2456
Theft from Vehicle,2022,1,17,21,52,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Theft from Vehicle,2022,2,8,15,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Theft from Vehicle,2022,1,14,19,0,31XX IVANHOE ST,Renfrew-Collingwood,497089.236,5453587.9589
Theft from Vehicle,2022,1,25,21,0,31XX IVANHOE ST,Renfrew-Collingwood,497089.236,5453587.9589
Theft from Vehicle,2022,3,8,13,30,31XX MAIN ST,Mount Pleasant,492629.35,5456005.083
Theft from Vehicle,2022,2,11,9,7,31XX MAIN ST,Mount Pleasant,492630.2294,5456034.7842
Theft from Vehicle,2022,3,8,7,0,31XX NOOTKA ST,Renfrew-Collingwood,496979.0509,5455931.0004
Theft from Vehicle,2022,3,17,12,0,31XX RIVERWALK AVE,Killarney,497052.0951,5450353.6339
